id,source_type,source_system,source_row_key,created_at,summary
SRC-DE-ORD-2024-100086,synthetic_order_row,event_layer_generator,ORD-2024-100086|SKU-CE-L01|比亚迪半导体 (BYD)|CMOS图像传感器,2024-06-15 11:25:00,订单 ORD-2024-100086 出现 linehaul 延迟，承运商 德邦快递，延迟 48.0 小时
SRC-DE-ORD-2024-100087,synthetic_order_row,event_layer_generator,ORD-2024-100087|SKU-CE-L01|华为海思 (HiSilicon)|OLED柔性屏,2024-08-14 19:37:00,订单 ORD-2024-100087 出现 linehaul 延迟，承运商 极兔速递，延迟 24.0 小时
SRC-DE-ORD-2024-100089,synthetic_order_row,event_layer_generator,ORD-2024-100089|SKU-WE-V01|京东方 (BOE)|CMOS图像传感器,2024-02-18 11:18:00,订单 ORD-2024-100089 出现 linehaul 延迟，承运商 德邦快递，延迟 48.0 小时
SRC-DE-ORD-2024-100090,synthetic_order_row,event_layer_generator,ORD-2024-100090|SKU-CE-P01|长江存储 (YMTC)|OLED柔性屏,2024-04-04 12:04:00,订单 ORD-2024-100090 出现 linehaul 延迟，承运商 德邦快递，延迟 48.0 小时
SRC-DE-ORD-2024-100091,synthetic_order_row,event_layer_generator,ORD-2024-100091|SKU-ST-S01|京东方 (BOE)|光学镜头,2024-02-27 22:24:00,订单 ORD-2024-100091 出现 delivery 延迟，承运商 中通快递，延迟 24.0 小时
SRC-DE-ORD-2024-100092,synthetic_order_row,event_layer_generator,ORD-2024-100092|SKU-WE-V01|中芯国际 (SMIC)|光学镜头,2024-09-01 20:37:00,订单 ORD-2024-100092 出现 delivery 延迟，承运商 京东物流，延迟 24.0 小时
SRC-DE-ORD-2024-100093,synthetic_order_row,event_layer_generator,ORD-2024-100093|SKU-CE-P01|闻泰科技 (Wingtech)|光学镜头,2024-04-15 20:01:00,订单 ORD-2024-100093 出现 linehaul 延迟，承运商 圆通速递，延迟 48.0 小时
SRC-DE-ORD-2024-100094,synthetic_order_row,event_layer_generator,ORD-2024-100094|SKU-WE-W01|长江存储 (YMTC)|散热模组,2024-01-04 04:14:00,订单 ORD-2024-100094 出现 linehaul 延迟，承运商 顺丰速运，延迟 48.0 小时
SRC-DE-ORD-2024-100095,synthetic_order_row,event_layer_generator,ORD-2024-100095|SKU-ST-S01|闻泰科技 (Wingtech)|散热模组,2024-03-19 19:53:00,订单 ORD-2024-100095 出现 linehaul 延迟，承运商 京东物流，延迟 24.0 小时
SRC-DE-ORD-2024-100097,synthetic_order_row,event_layer_generator,ORD-2024-100097|SKU-AE-C01|韦尔股份 (Willsemi)|OLED柔性屏,2023-07-27 16:40:00,订单 ORD-2024-100097 出现 delivery 延迟，承运商 顺丰速运，延迟 24.0 小时
SRC-DE-ORD-2024-100098,synthetic_order_row,event_layer_generator,ORD-2024-100098|SKU-WE-V01|紫光展锐 (UNISOC)|聚合物锂电池,2024-03-05 22:17:00,订单 ORD-2024-100098 出现 linehaul 延迟，承运商 极兔速递，延迟 48.0 小时
SRC-DE-ORD-2024-100099,synthetic_order_row,event_layer_generator,ORD-2024-100099|SKU-ST-S01|立讯精密 (Luxshare)|OLED柔性屏,2024-10-02 03:27:00,订单 ORD-2024-100099 出现 linehaul 延迟，承运商 顺丰速运，延迟 24.0 小时
SRC-DE-ORD-2024-100100,synthetic_order_row,event_layer_generator,ORD-2024-100100|SKU-AE-C01|韦尔股份 (Willsemi)|光学镜头,2023-09-18 16:34:00,订单 ORD-2024-100100 出现 delivery 延迟，承运商 德邦快递，延迟 24.0 小时
SRC-DE-ORD-2024-100101,synthetic_order_row,event_layer_generator,ORD-2024-100101|SKU-AE-C01|歌尔股份 (Goertek)|聚合物锂电池,2023-06-25 08:26:00,订单 ORD-2024-100101 出现 delivery 延迟，承运商 中通快递，延迟 24.0 小时
SRC-DE-ORD-2024-100102,synthetic_order_row,event_layer_generator,ORD-2024-100102|SKU-AE-C01|长江存储 (YMTC)|主控芯片,2024-01-04 04:41:00,订单 ORD-2024-100102 出现 delivery 延迟，承运商 中通快递，延迟 24.0 小时
SRC-DE-ORD-2024-100103,synthetic_order_row,event_layer_generator,ORD-2024-100103|SKU-AE-C01|歌尔股份 (Goertek)|散热模组,2023-08-09 08:26:00,订单 ORD-2024-100103 出现 linehaul 延迟，承运商 京东物流，延迟 24.0 小时
SRC-DE-ORD-2024-100107,synthetic_order_row,event_layer_generator,ORD-2024-100107|SKU-AE-M01|闻泰科技 (Wingtech)|CMOS图像传感器,2023-11-29 15:46:00,订单 ORD-2024-100107 出现 delivery 延迟，承运商 跨越速运，延迟 48.0 小时
SRC-DE-ORD-2024-100108,synthetic_order_row,event_layer_generator,ORD-2024-100108|SKU-WE-W01|韦尔股份 (Willsemi)|闪存颗粒,2024-08-22 00:02:00,订单 ORD-2024-100108 出现 delivery 延迟，承运商 京东物流，延迟 48.0 小时
SRC-DE-ORD-2024-100111,synthetic_order_row,event_layer_generator,ORD-2024-100111|SKU-CE-P01|比亚迪半导体 (BYD)|OLED柔性屏,2024-08-13 03:18:00,订单 ORD-2024-100111 出现 linehaul 延迟，承运商 圆通速递，延迟 48.0 小时
SRC-DE-ORD-2024-100112,synthetic_order_row,event_layer_generator,ORD-2024-100112|SKU-CE-L01|华为海思 (HiSilicon)|主控芯片,2023-06-29 07:17:00,订单 ORD-2024-100112 出现 delivery 延迟，承运商 德邦快递，延迟 48.0 小时
SRC-DE-ORD-2024-100115,synthetic_order_row,event_layer_generator,ORD-2024-100115|SKU-CE-L01|北方华创 (NAURA)|闪存颗粒,2023-08-21 06:29:00,订单 ORD-2024-100115 出现 delivery 延迟，承运商 顺丰速运，延迟 48.0 小时
SRC-DE-ORD-2024-100117,synthetic_order_row,event_layer_generator,ORD-2024-100117|SKU-WE-V01|紫光展锐 (UNISOC)|光学镜头,2023-12-08 08:13:00,订单 ORD-2024-100117 出现 linehaul 延迟，承运商 顺丰速运，延迟 48.0 小时
SRC-DE-ORD-2024-100118,synthetic_order_row,event_layer_generator,ORD-2024-100118|SKU-ST-S01|韦尔股份 (Willsemi)|PCB印刷电路板,2024-02-27 01:24:00,订单 ORD-2024-100118 出现 delivery 延迟，承运商 邮政EMS，延迟 48.0 小时
SRC-DE-ORD-2024-100120,synthetic_order_row,event_layer_generator,ORD-2024-100120|SKU-CE-P01|长江存储 (YMTC)|闪存颗粒,2023-08-01 12:55:00,订单 ORD-2024-100120 出现 delivery 延迟，承运商 邮政EMS，延迟 48.0 小时
SRC-DE-ORD-2024-100124,synthetic_order_row,event_layer_generator,ORD-2024-100124|SKU-ST-S01|紫光展锐 (UNISOC)|PCB印刷电路板,2024-08-12 03:56:00,订单 ORD-2024-100124 出现 linehaul 延迟，承运商 极兔速递，延迟 24.0 小时
SRC-DE-ORD-2024-100126,synthetic_order_row,event_layer_generator,ORD-2024-100126|SKU-ST-S01|华为海思 (HiSilicon)|聚合物锂电池,2024-09-19 18:05:00,订单 ORD-2024-100126 出现 linehaul 延迟，承运商 极兔速递，延迟 48.0 小时
SRC-DE-ORD-2024-100127,synthetic_order_row,event_layer_generator,ORD-2024-100127|SKU-AE-C01|闻泰科技 (Wingtech)|OLED柔性屏,2024-02-09 14:33:00,订单 ORD-2024-100127 出现 delivery 延迟，承运商 顺丰速运，延迟 48.0 小时
SRC-DE-ORD-2024-100128,synthetic_order_row,event_layer_generator,ORD-2024-100128|SKU-ST-M01|京东方 (BOE)|硅晶圆,2023-07-11 00:33:00,订单 ORD-2024-100128 出现 linehaul 延迟，承运商 德邦快递，延迟 48.0 小时
SRC-DE-ORD-2024-100129,synthetic_order_row,event_layer_generator,ORD-2024-100129|SKU-ST-S01|长江存储 (YMTC)|主控芯片,2023-06-07 08:50:00,订单 ORD-2024-100129 出现 linehaul 延迟，承运商 圆通速递，延迟 48.0 小时
SRC-DE-ORD-2024-100132,synthetic_order_row,event_layer_generator,ORD-2024-100132|SKU-AE-M01|歌尔股份 (Goertek)|主控芯片,2023-10-11 16:11:00,订单 ORD-2024-100132 出现 linehaul 延迟，承运商 圆通速递，延迟 24.0 小时
SRC-DE-ORD-2024-100133,synthetic_order_row,event_layer_generator,ORD-2024-100133|SKU-ST-S01|比亚迪半导体 (BYD)|硅晶圆,2024-07-15 20:43:00,订单 ORD-2024-100133 出现 linehaul 延迟，承运商 极兔速递，延迟 48.0 小时
SRC-DE-ORD-2024-100137,synthetic_order_row,event_layer_generator,ORD-2024-100137|SKU-ST-M01|歌尔股份 (Goertek)|OLED柔性屏,2024-08-31 04:16:00,订单 ORD-2024-100137 出现 linehaul 延迟，承运商 极兔速递，延迟 24.0 小时
SRC-DE-ORD-2024-100138,synthetic_order_row,event_layer_generator,ORD-2024-100138|SKU-AE-M01|中芯国际 (SMIC)|闪存颗粒,2024-05-19 11:21:00,订单 ORD-2024-100138 出现 delivery 延迟，承运商 顺丰速运，延迟 48.0 小时
SRC-DE-ORD-2024-100139,synthetic_order_row,event_layer_generator,ORD-2024-100139|SKU-AE-M01|歌尔股份 (Goertek)|CMOS图像传感器,2024-01-25 22:27:00,订单 ORD-2024-100139 出现 delivery 延迟，承运商 中通快递，延迟 24.0 小时
SRC-DE-ORD-2024-100145,synthetic_order_row,event_layer_generator,ORD-2024-100145|SKU-WE-V01|中芯国际 (SMIC)|闪存颗粒,2023-06-09 01:19:00,订单 ORD-2024-100145 出现 delivery 延迟，承运商 中通快递，延迟 24.0 小时
SRC-DE-ORD-2024-100147,synthetic_order_row,event_layer_generator,ORD-2024-100147|SKU-AE-M01|歌尔股份 (Goertek)|CMOS图像传感器,2023-08-30 08:45:00,订单 ORD-2024-100147 出现 linehaul 延迟，承运商 极兔速递，延迟 48.0 小时
SRC-DE-ORD-2024-100148,synthetic_order_row,event_layer_generator,ORD-2024-100148|SKU-CE-P01|比亚迪半导体 (BYD)|OLED柔性屏,2024-04-27 23:31:00,订单 ORD-2024-100148 出现 delivery 延迟，承运商 顺丰速运，延迟 24.0 小时
SRC-DE-ORD-2024-100149,synthetic_order_row,event_layer_generator,ORD-2024-100149|SKU-ST-M01|中芯国际 (SMIC)|聚合物锂电池,2024-10-08 19:00:00,订单 ORD-2024-100149 出现 linehaul 延迟，承运商 跨越速运，延迟 120.0 小时
SRC-DE-ORD-2024-100150,synthetic_order_row,event_layer_generator,ORD-2024-100150|SKU-AE-C01|紫光展锐 (UNISOC)|CMOS图像传感器,2023-07-26 11:53:00,订单 ORD-2024-100150 出现 linehaul 延迟，承运商 中通快递，延迟 48.0 小时
SRC-DE-ORD-2024-100152,synthetic_order_row,event_layer_generator,ORD-2024-100152|SKU-CE-L01|闻泰科技 (Wingtech)|闪存颗粒,2024-04-24 19:55:00,订单 ORD-2024-100152 出现 linehaul 延迟，承运商 圆通速递，延迟 24.0 小时
SRC-DE-ORD-2024-100155,synthetic_order_row,event_layer_generator,ORD-2024-100155|SKU-AE-C01|华为海思 (HiSilicon)|PCB印刷电路板,2024-07-16 23:44:00,订单 ORD-2024-100155 出现 delivery 延迟，承运商 邮政EMS，延迟 48.0 小时
SRC-DE-ORD-2024-100156,synthetic_order_row,event_layer_generator,ORD-2024-100156|SKU-AE-C01|闻泰科技 (Wingtech)|聚合物锂电池,2024-10-10 11:34:00,订单 ORD-2024-100156 出现 delivery 延迟，承运商 京东物流，延迟 48.0 小时
SRC-DE-ORD-2024-100158,synthetic_order_row,event_layer_generator,ORD-2024-100158|SKU-WE-W01|韦尔股份 (Willsemi)|OLED柔性屏,2024-04-22 00:11:00,订单 ORD-2024-100158 出现 linehaul 延迟，承运商 极兔速递，延迟 24.0 小时
SRC-DE-ORD-2024-100159,synthetic_order_row,event_layer_generator,ORD-2024-100159|SKU-CE-P01|北方华创 (NAURA)|光学镜头,2024-04-28 08:09:00,订单 ORD-2024-100159 出现 delivery 延迟，承运商 顺丰速运，延迟 24.0 小时
SRC-DE-ORD-2024-100161,synthetic_order_row,event_layer_generator,ORD-2024-100161|SKU-ST-S01|歌尔股份 (Goertek)|主控芯片,2023-07-23 02:27:00,订单 ORD-2024-100161 出现 linehaul 延迟，承运商 京东物流，延迟 48.0 小时
SRC-DE-ORD-2024-100162,synthetic_order_row,event_layer_generator,ORD-2024-100162|SKU-WE-W01|紫光展锐 (UNISOC)|散热模组,2024-06-10 15:25:00,订单 ORD-2024-100162 出现 linehaul 延迟，承运商 圆通速递，延迟 48.0 小时
SRC-DE-ORD-2024-100163,synthetic_order_row,event_layer_generator,ORD-2024-100163|SKU-AE-C01|华为海思 (HiSilicon)|闪存颗粒,2024-04-05 22:32:00,订单 ORD-2024-100163 出现 linehaul 延迟，承运商 京东物流，延迟 24.0 小时
SRC-DE-ORD-2024-100164,synthetic_order_row,event_layer_generator,ORD-2024-100164|SKU-CE-L01|长江存储 (YMTC)|聚合物锂电池,2023-10-03 15:15:00,订单 ORD-2024-100164 出现 delivery 延迟，承运商 京东物流，延迟 48.0 小时
SRC-DE-ORD-2024-100166,synthetic_order_row,event_layer_generator,ORD-2024-100166|SKU-CE-L01|立讯精密 (Luxshare)|CMOS图像传感器,2024-02-05 06:02:00,订单 ORD-2024-100166 出现 linehaul 延迟，承运商 德邦快递，延迟 48.0 小时
SRC-DE-ORD-2024-100168,synthetic_order_row,event_layer_generator,ORD-2024-100168|SKU-CE-P01|中芯国际 (SMIC)|聚合物锂电池,2024-06-17 14:40:00,订单 ORD-2024-100168 出现 linehaul 延迟，承运商 圆通速递，延迟 24.0 小时
SRC-DE-ORD-2024-100170,synthetic_order_row,event_layer_generator,ORD-2024-100170|SKU-CE-L01|长江存储 (YMTC)|主控芯片,2024-07-14 14:03:00,订单 ORD-2024-100170 出现 linehaul 延迟，承运商 圆通速递，延迟 48.0 小时
SRC-DE-ORD-2024-100172,synthetic_order_row,event_layer_generator,ORD-2024-100172|SKU-AE-M01|京东方 (BOE)|CMOS图像传感器,2024-09-12 15:25:00,订单 ORD-2024-100172 出现 linehaul 延迟，承运商 中通快递，延迟 24.0 小时
SRC-DE-ORD-2024-100173,synthetic_order_row,event_layer_generator,ORD-2024-100173|SKU-ST-S01|中芯国际 (SMIC)|OLED柔性屏,2023-11-24 19:51:00,订单 ORD-2024-100173 出现 delivery 延迟，承运商 德邦快递，延迟 48.0 小时
SRC-DE-ORD-2024-100177,synthetic_order_row,event_layer_generator,ORD-2024-100177|SKU-CE-P01|歌尔股份 (Goertek)|散热模组,2024-09-01 11:14:00,订单 ORD-2024-100177 出现 delivery 延迟，承运商 德邦快递，延迟 48.0 小时
SRC-DE-ORD-2024-100178,synthetic_order_row,event_layer_generator,ORD-2024-100178|SKU-CE-L01|韦尔股份 (Willsemi)|光学镜头,2024-06-19 09:40:00,订单 ORD-2024-100178 出现 delivery 延迟，承运商 顺丰速运，延迟 48.0 小时
SRC-DE-ORD-2024-100179,synthetic_order_row,event_layer_generator,ORD-2024-100179|SKU-AE-M01|比亚迪半导体 (BYD)|聚合物锂电池,2023-10-13 00:31:00,订单 ORD-2024-100179 出现 delivery 延迟，承运商 跨越速运，延迟 48.0 小时
SRC-DE-ORD-2024-100180,synthetic_order_row,event_layer_generator,ORD-2024-100180|SKU-ST-S01|紫光展锐 (UNISOC)|闪存颗粒,2024-07-02 12:07:00,订单 ORD-2024-100180 出现 linehaul 延迟，承运商 德邦快递，延迟 48.0 小时
