id,delay_stage,occurred_at,severity,reason_code,delay_hours,eta_before,eta_after,source_ref,order_id,carrier_name,product_id,supplier_name,trans_mode,ship_mode,location_hint
DE-ORD-2024-100055,linehaul,2024-01-19 20:00:00,high,carrier_capacity,144.0,2024-01-20 04:00:00,2024-01-26 04:00:00,SRC-DE-ORD-2024-100055,ORD-2024-100055,跨越速运,SKU-AE-M01,韦尔股份 (Willsemi),公路干线,标准汽运,上海港前置仓
DE-ORD-2024-100056,linehaul,2024-07-16 19:52:00,high,inspection_hold,120.0,2024-07-17 13:52:00,2024-07-22 13:52:00,SRC-DE-ORD-2024-100056,ORD-2024-100056,跨越速运,SKU-ST-S01,京东方 (BOE),公路干线,标准汽运,武汉转运场
DE-ORD-2024-100059,linehaul,2024-06-26 19:45:00,medium,inspection_hold,48.0,2024-06-28 22:45:00,2024-06-30 22:45:00,SRC-DE-ORD-2024-100059,ORD-2024-100059,极兔速递,SKU-WE-W01,韦尔股份 (Willsemi),公路干线,标准汽运,武汉转运场
DE-ORD-2024-100061,linehaul,2024-01-15 22:05:00,medium,linehaul_delay,48.0,2024-01-18 01:05:00,2024-01-20 01:05:00,SRC-DE-ORD-2024-100061,ORD-2024-100061,圆通速递,SKU-CE-L01,歌尔股份 (Goertek),公路干线,标准汽运,深圳航站
DE-ORD-2024-100062,delivery,2023-11-24 03:25:00,medium,inspection_hold,48.0,2023-11-28 06:25:00,2023-11-30 06:25:00,SRC-DE-ORD-2024-100062,ORD-2024-100062,中通快递,SKU-WE-V01,华为海思 (HiSilicon),铁路干线,普列运输,杭州分拨中心
DE-ORD-2024-100063,linehaul,2024-01-16 00:28:00,medium,inspection_hold,48.0,2024-01-18 03:28:00,2024-01-20 03:28:00,SRC-DE-ORD-2024-100063,ORD-2024-100063,德邦快递,SKU-WE-V01,歌尔股份 (Goertek),公路干线,标准汽运,深圳航站
DE-ORD-2024-100065,linehaul,2023-07-01 21:55:00,medium,inspection_hold,48.0,2023-07-04 00:55:00,2023-07-06 00:55:00,SRC-DE-ORD-2024-100065,ORD-2024-100065,顺丰速运,SKU-WE-W01,长江存储 (YMTC),公路干线,标准汽运,武汉转运场
DE-ORD-2024-100067,linehaul,2023-12-26 13:41:00,medium,linehaul_delay,24.0,2023-12-29 03:41:00,2023-12-30 03:41:00,SRC-DE-ORD-2024-100067,ORD-2024-100067,邮政EMS,SKU-CE-L01,比亚迪半导体 (BYD),公路干线,标准汽运,杭州分拨中心
DE-ORD-2024-100069,linehaul,2024-03-08 05:02:00,medium,inspection_hold,48.0,2024-03-10 08:02:00,2024-03-12 08:02:00,SRC-DE-ORD-2024-100069,ORD-2024-100069,顺丰速运,SKU-AE-M01,闻泰科技 (Wingtech),公路干线,标准汽运,杭州分拨中心
DE-ORD-2024-100071,delivery,2024-06-08 22:50:00,medium,inspection_hold,24.0,2024-06-13 12:50:00,2024-06-14 12:50:00,SRC-DE-ORD-2024-100071,ORD-2024-100071,中通快递,SKU-AE-C01,比亚迪半导体 (BYD),铁路干线,普列运输,杭州分拨中心
DE-ORD-2024-100075,delivery,2023-12-28 05:00:00,medium,linehaul_delay,48.0,2024-01-01 08:00:00,2024-01-03 08:00:00,SRC-DE-ORD-2024-100075,ORD-2024-100075,邮政EMS,SKU-CE-P01,立讯精密 (Luxshare),铁路干线,普列运输,杭州分拨中心
DE-ORD-2024-100077,linehaul,2024-10-16 04:51:00,medium,linehaul_delay,48.0,2024-10-18 07:51:00,2024-10-20 07:51:00,SRC-DE-ORD-2024-100077,ORD-2024-100077,邮政EMS,SKU-CE-L01,比亚迪半导体 (BYD),公路干线,标准汽运,深圳航站
DE-ORD-2024-100078,linehaul,2024-09-28 23:10:00,medium,linehaul_delay,24.0,2024-10-01 13:10:00,2024-10-02 13:10:00,SRC-DE-ORD-2024-100078,ORD-2024-100078,中通快递,SKU-CE-L01,紫光展锐 (UNISOC),公路干线,标准汽运,武汉转运场
DE-ORD-2024-100079,delivery,2024-03-06 03:12:00,medium,air_cargo_rollover,48.0,2024-03-06 06:12:00,2024-03-08 06:12:00,SRC-DE-ORD-2024-100079,ORD-2024-100079,顺丰速运,SKU-AE-M01,北方华创 (NAURA),航空货运,次晨达,杭州分拨中心
DE-ORD-2024-100080,delivery,2023-09-15 13:28:00,medium,inspection_hold,48.0,2023-09-19 16:28:00,2023-09-21 16:28:00,SRC-DE-ORD-2024-100080,ORD-2024-100080,中通快递,SKU-ST-S01,京东方 (BOE),铁路干线,普列运输,杭州分拨中心
DE-ORD-2024-100082,linehaul,2024-04-05 21:15:00,medium,linehaul_delay,48.0,2024-04-08 00:15:00,2024-04-10 00:15:00,SRC-DE-ORD-2024-100082,ORD-2024-100082,中通快递,SKU-CE-L01,中芯国际 (SMIC),公路干线,标准汽运,武汉转运场
DE-ORD-2024-100083,linehaul,2024-02-27 04:27:00,medium,inspection_hold,24.0,2024-02-29 18:27:00,2024-03-01 18:27:00,SRC-DE-ORD-2024-100083,ORD-2024-100083,京东物流,SKU-ST-M01,中芯国际 (SMIC),公路干线,标准汽运,杭州分拨中心
DE-ORD-2024-100085,linehaul,2023-09-02 22:15:00,medium,inspection_hold,24.0,2023-09-05 12:15:00,2023-09-06 12:15:00,SRC-DE-ORD-2024-100085,ORD-2024-100085,极兔速递,SKU-AE-C01,比亚迪半导体 (BYD),公路干线,标准汽运,杭州分拨中心
DE-ORD-2024-100086,linehaul,2024-06-15 11:25:00,medium,linehaul_delay,48.0,2024-06-17 14:25:00,2024-06-19 14:25:00,SRC-DE-ORD-2024-100086,ORD-2024-100086,德邦快递,SKU-CE-L01,比亚迪半导体 (BYD),公路干线,标准汽运,杭州分拨中心
DE-ORD-2024-100087,linehaul,2024-08-14 19:37:00,medium,inspection_hold,24.0,2024-08-17 09:37:00,2024-08-18 09:37:00,SRC-DE-ORD-2024-100087,ORD-2024-100087,极兔速递,SKU-CE-L01,华为海思 (HiSilicon),公路干线,标准汽运,武汉转运场
DE-ORD-2024-100089,linehaul,2024-02-18 11:18:00,medium,inspection_hold,48.0,2024-02-20 14:18:00,2024-02-22 14:18:00,SRC-DE-ORD-2024-100089,ORD-2024-100089,德邦快递,SKU-WE-V01,京东方 (BOE),公路干线,标准汽运,深圳航站
DE-ORD-2024-100090,linehaul,2024-04-04 12:04:00,medium,inspection_hold,48.0,2024-04-06 15:04:00,2024-04-08 15:04:00,SRC-DE-ORD-2024-100090,ORD-2024-100090,德邦快递,SKU-CE-P01,长江存储 (YMTC),公路干线,标准汽运,杭州分拨中心
DE-ORD-2024-100091,delivery,2024-02-27 22:24:00,medium,inspection_hold,24.0,2024-03-03 12:24:00,2024-03-04 12:24:00,SRC-DE-ORD-2024-100091,ORD-2024-100091,中通快递,SKU-ST-S01,京东方 (BOE),铁路干线,普列运输,杭州分拨中心
DE-ORD-2024-100092,delivery,2024-09-01 20:37:00,medium,inspection_hold,24.0,2024-09-02 10:37:00,2024-09-03 10:37:00,SRC-DE-ORD-2024-100092,ORD-2024-100092,京东物流,SKU-WE-V01,中芯国际 (SMIC),航空货运,次晨达,深圳航站
DE-ORD-2024-100093,linehaul,2024-04-15 20:01:00,medium,inspection_hold,48.0,2024-04-17 23:01:00,2024-04-19 23:01:00,SRC-DE-ORD-2024-100093,ORD-2024-100093,圆通速递,SKU-CE-P01,闻泰科技 (Wingtech),公路干线,标准汽运,杭州分拨中心
DE-ORD-2024-100094,linehaul,2024-01-04 04:14:00,medium,inspection_hold,48.0,2024-01-06 07:14:00,2024-01-08 07:14:00,SRC-DE-ORD-2024-100094,ORD-2024-100094,顺丰速运,SKU-WE-W01,长江存储 (YMTC),公路干线,标准汽运,深圳航站
DE-ORD-2024-100095,linehaul,2024-03-19 19:53:00,medium,inspection_hold,24.0,2024-03-22 09:53:00,2024-03-23 09:53:00,SRC-DE-ORD-2024-100095,ORD-2024-100095,京东物流,SKU-ST-S01,闻泰科技 (Wingtech),公路干线,标准汽运,武汉转运场
DE-ORD-2024-100097,delivery,2023-07-27 16:40:00,medium,air_cargo_rollover,24.0,2023-07-28 06:40:00,2023-07-29 06:40:00,SRC-DE-ORD-2024-100097,ORD-2024-100097,顺丰速运,SKU-AE-C01,韦尔股份 (Willsemi),航空货运,次晨达,杭州分拨中心
DE-ORD-2024-100098,linehaul,2024-03-05 22:17:00,medium,inspection_hold,48.0,2024-03-08 01:17:00,2024-03-10 01:17:00,SRC-DE-ORD-2024-100098,ORD-2024-100098,极兔速递,SKU-WE-V01,紫光展锐 (UNISOC),公路干线,标准汽运,深圳航站
DE-ORD-2024-100099,linehaul,2024-10-02 03:27:00,medium,inspection_hold,24.0,2024-10-04 17:27:00,2024-10-05 17:27:00,SRC-DE-ORD-2024-100099,ORD-2024-100099,顺丰速运,SKU-ST-S01,立讯精密 (Luxshare),公路干线,标准汽运,武汉转运场
DE-ORD-2024-100100,delivery,2023-09-18 16:34:00,medium,inspection_hold,24.0,2023-09-23 06:34:00,2023-09-24 06:34:00,SRC-DE-ORD-2024-100100,ORD-2024-100100,德邦快递,SKU-AE-C01,韦尔股份 (Willsemi),铁路干线,普列运输,武汉转运场
DE-ORD-2024-100101,delivery,2023-06-25 08:26:00,medium,linehaul_delay,24.0,2023-06-29 22:26:00,2023-06-30 22:26:00,SRC-DE-ORD-2024-100101,ORD-2024-100101,中通快递,SKU-AE-C01,歌尔股份 (Goertek),铁路干线,普列运输,深圳航站
DE-ORD-2024-100102,delivery,2024-01-04 04:41:00,medium,inspection_hold,24.0,2024-01-08 18:41:00,2024-01-09 18:41:00,SRC-DE-ORD-2024-100102,ORD-2024-100102,中通快递,SKU-AE-C01,长江存储 (YMTC),铁路干线,普列运输,杭州分拨中心
DE-ORD-2024-100103,linehaul,2023-08-09 08:26:00,medium,inspection_hold,24.0,2023-08-11 22:26:00,2023-08-12 22:26:00,SRC-DE-ORD-2024-100103,ORD-2024-100103,京东物流,SKU-AE-C01,歌尔股份 (Goertek),公路干线,标准汽运,武汉转运场
DE-ORD-2024-100107,delivery,2023-11-29 15:46:00,medium,air_cargo_rollover,48.0,2023-11-29 18:46:00,2023-12-01 18:46:00,SRC-DE-ORD-2024-100107,ORD-2024-100107,跨越速运,SKU-AE-M01,闻泰科技 (Wingtech),航空货运,次晨达,杭州分拨中心
DE-ORD-2024-100108,delivery,2024-08-22 00:02:00,medium,inspection_hold,48.0,2024-08-22 03:02:00,2024-08-24 03:02:00,SRC-DE-ORD-2024-100108,ORD-2024-100108,京东物流,SKU-WE-W01,韦尔股份 (Willsemi),航空货运,次晨达,杭州分拨中心
DE-ORD-2024-100111,linehaul,2024-08-13 03:18:00,medium,inspection_hold,48.0,2024-08-15 06:18:00,2024-08-17 06:18:00,SRC-DE-ORD-2024-100111,ORD-2024-100111,圆通速递,SKU-CE-P01,比亚迪半导体 (BYD),公路干线,标准汽运,上海港前置仓
DE-ORD-2024-100112,delivery,2023-06-29 07:17:00,medium,linehaul_delay,48.0,2023-07-03 10:17:00,2023-07-05 10:17:00,SRC-DE-ORD-2024-100112,ORD-2024-100112,德邦快递,SKU-CE-L01,华为海思 (HiSilicon),铁路干线,普列运输,深圳航站
DE-ORD-2024-100115,delivery,2023-08-21 06:29:00,medium,inspection_hold,48.0,2023-08-21 09:29:00,2023-08-23 09:29:00,SRC-DE-ORD-2024-100115,ORD-2024-100115,顺丰速运,SKU-CE-L01,北方华创 (NAURA),航空货运,次晨达,杭州分拨中心
DE-ORD-2024-100117,linehaul,2023-12-08 08:13:00,medium,inspection_hold,48.0,2023-12-10 11:13:00,2023-12-12 11:13:00,SRC-DE-ORD-2024-100117,ORD-2024-100117,顺丰速运,SKU-WE-V01,紫光展锐 (UNISOC),公路干线,标准汽运,深圳航站
DE-ORD-2024-100118,delivery,2024-02-27 01:24:00,medium,inspection_hold,48.0,2024-03-02 04:24:00,2024-03-04 04:24:00,SRC-DE-ORD-2024-100118,ORD-2024-100118,邮政EMS,SKU-ST-S01,韦尔股份 (Willsemi),铁路干线,普列运输,深圳航站
DE-ORD-2024-100120,delivery,2023-08-01 12:55:00,medium,linehaul_delay,48.0,2023-08-05 15:55:00,2023-08-07 15:55:00,SRC-DE-ORD-2024-100120,ORD-2024-100120,邮政EMS,SKU-CE-P01,长江存储 (YMTC),铁路干线,普列运输,杭州分拨中心
DE-ORD-2024-100124,linehaul,2024-08-12 03:56:00,medium,linehaul_delay,24.0,2024-08-14 17:56:00,2024-08-15 17:56:00,SRC-DE-ORD-2024-100124,ORD-2024-100124,极兔速递,SKU-ST-S01,紫光展锐 (UNISOC),公路干线,标准汽运,杭州分拨中心
DE-ORD-2024-100126,linehaul,2024-09-19 18:05:00,medium,linehaul_delay,48.0,2024-09-21 21:05:00,2024-09-23 21:05:00,SRC-DE-ORD-2024-100126,ORD-2024-100126,极兔速递,SKU-ST-S01,华为海思 (HiSilicon),公路干线,标准汽运,上海港前置仓
DE-ORD-2024-100127,delivery,2024-02-09 14:33:00,medium,inspection_hold,48.0,2024-02-09 17:33:00,2024-02-11 17:33:00,SRC-DE-ORD-2024-100127,ORD-2024-100127,顺丰速运,SKU-AE-C01,闻泰科技 (Wingtech),航空货运,次晨达,杭州分拨中心
DE-ORD-2024-100128,linehaul,2023-07-11 00:33:00,medium,inspection_hold,48.0,2023-07-13 03:33:00,2023-07-15 03:33:00,SRC-DE-ORD-2024-100128,ORD-2024-100128,德邦快递,SKU-ST-M01,京东方 (BOE),公路干线,标准汽运,杭州分拨中心
DE-ORD-2024-100129,linehaul,2023-06-07 08:50:00,medium,inspection_hold,48.0,2023-06-09 11:50:00,2023-06-11 11:50:00,SRC-DE-ORD-2024-100129,ORD-2024-100129,圆通速递,SKU-ST-S01,长江存储 (YMTC),公路干线,标准汽运,杭州分拨中心
DE-ORD-2024-100132,linehaul,2023-10-11 16:11:00,medium,linehaul_delay,24.0,2023-10-14 06:11:00,2023-10-15 06:11:00,SRC-DE-ORD-2024-100132,ORD-2024-100132,圆通速递,SKU-AE-M01,歌尔股份 (Goertek),公路干线,标准汽运,武汉转运场
DE-ORD-2024-100133,linehaul,2024-07-15 20:43:00,medium,inspection_hold,48.0,2024-07-17 23:43:00,2024-07-19 23:43:00,SRC-DE-ORD-2024-100133,ORD-2024-100133,极兔速递,SKU-ST-S01,比亚迪半导体 (BYD),公路干线,标准汽运,上海港前置仓
DE-ORD-2024-100137,linehaul,2024-08-31 04:16:00,medium,inspection_hold,24.0,2024-09-02 18:16:00,2024-09-03 18:16:00,SRC-DE-ORD-2024-100137,ORD-2024-100137,极兔速递,SKU-ST-M01,歌尔股份 (Goertek),公路干线,标准汽运,武汉转运场
DE-ORD-2024-100138,delivery,2024-05-19 11:21:00,medium,inspection_hold,48.0,2024-05-19 14:21:00,2024-05-21 14:21:00,SRC-DE-ORD-2024-100138,ORD-2024-100138,顺丰速运,SKU-AE-M01,中芯国际 (SMIC),航空货运,次晨达,深圳航站
DE-ORD-2024-100139,delivery,2024-01-25 22:27:00,medium,inspection_hold,24.0,2024-01-30 12:27:00,2024-01-31 12:27:00,SRC-DE-ORD-2024-100139,ORD-2024-100139,中通快递,SKU-AE-M01,歌尔股份 (Goertek),铁路干线,普列运输,杭州分拨中心
DE-ORD-2024-100145,delivery,2023-06-09 01:19:00,medium,linehaul_delay,24.0,2023-06-13 15:19:00,2023-06-14 15:19:00,SRC-DE-ORD-2024-100145,ORD-2024-100145,中通快递,SKU-WE-V01,中芯国际 (SMIC),铁路干线,普列运输,武汉转运场
DE-ORD-2024-100147,linehaul,2023-08-30 08:45:00,medium,linehaul_delay,48.0,2023-09-01 11:45:00,2023-09-03 11:45:00,SRC-DE-ORD-2024-100147,ORD-2024-100147,极兔速递,SKU-AE-M01,歌尔股份 (Goertek),公路干线,标准汽运,杭州分拨中心
DE-ORD-2024-100148,delivery,2024-04-27 23:31:00,medium,inspection_hold,24.0,2024-04-28 13:31:00,2024-04-29 13:31:00,SRC-DE-ORD-2024-100148,ORD-2024-100148,顺丰速运,SKU-CE-P01,比亚迪半导体 (BYD),航空货运,次晨达,武汉转运场
DE-ORD-2024-100149,linehaul,2024-10-08 19:00:00,high,inspection_hold,120.0,2024-10-09 13:00:00,2024-10-14 13:00:00,SRC-DE-ORD-2024-100149,ORD-2024-100149,跨越速运,SKU-ST-M01,中芯国际 (SMIC),公路干线,标准汽运,杭州分拨中心
DE-ORD-2024-100150,linehaul,2023-07-26 11:53:00,medium,inspection_hold,48.0,2023-07-28 14:53:00,2023-07-30 14:53:00,SRC-DE-ORD-2024-100150,ORD-2024-100150,中通快递,SKU-AE-C01,紫光展锐 (UNISOC),公路干线,标准汽运,武汉转运场
DE-ORD-2024-100152,linehaul,2024-04-24 19:55:00,medium,linehaul_delay,24.0,2024-04-27 09:55:00,2024-04-28 09:55:00,SRC-DE-ORD-2024-100152,ORD-2024-100152,圆通速递,SKU-CE-L01,闻泰科技 (Wingtech),公路干线,标准汽运,上海港前置仓
DE-ORD-2024-100155,delivery,2024-07-16 23:44:00,medium,linehaul_delay,48.0,2024-07-21 02:44:00,2024-07-23 02:44:00,SRC-DE-ORD-2024-100155,ORD-2024-100155,邮政EMS,SKU-AE-C01,华为海思 (HiSilicon),铁路干线,普列运输,杭州分拨中心
DE-ORD-2024-100156,delivery,2024-10-10 11:34:00,medium,air_cargo_rollover,48.0,2024-10-10 14:34:00,2024-10-12 14:34:00,SRC-DE-ORD-2024-100156,ORD-2024-100156,京东物流,SKU-AE-C01,闻泰科技 (Wingtech),航空货运,次晨达,武汉转运场
DE-ORD-2024-100158,linehaul,2024-04-22 00:11:00,medium,inspection_hold,24.0,2024-04-24 14:11:00,2024-04-25 14:11:00,SRC-DE-ORD-2024-100158,ORD-2024-100158,极兔速递,SKU-WE-W01,韦尔股份 (Willsemi),公路干线,标准汽运,武汉转运场
DE-ORD-2024-100159,delivery,2024-04-28 08:09:00,medium,air_cargo_rollover,24.0,2024-04-28 22:09:00,2024-04-29 22:09:00,SRC-DE-ORD-2024-100159,ORD-2024-100159,顺丰速运,SKU-CE-P01,北方华创 (NAURA),航空货运,次晨达,深圳航站
DE-ORD-2024-100161,linehaul,2023-07-23 02:27:00,medium,inspection_hold,48.0,2023-07-25 05:27:00,2023-07-27 05:27:00,SRC-DE-ORD-2024-100161,ORD-2024-100161,京东物流,SKU-ST-S01,歌尔股份 (Goertek),公路干线,标准汽运,杭州分拨中心
DE-ORD-2024-100162,linehaul,2024-06-10 15:25:00,medium,linehaul_delay,48.0,2024-06-12 18:25:00,2024-06-14 18:25:00,SRC-DE-ORD-2024-100162,ORD-2024-100162,圆通速递,SKU-WE-W01,紫光展锐 (UNISOC),公路干线,标准汽运,杭州分拨中心
DE-ORD-2024-100163,linehaul,2024-04-05 22:32:00,medium,linehaul_delay,24.0,2024-04-08 12:32:00,2024-04-09 12:32:00,SRC-DE-ORD-2024-100163,ORD-2024-100163,京东物流,SKU-AE-C01,华为海思 (HiSilicon),公路干线,标准汽运,上海港前置仓
DE-ORD-2024-100164,delivery,2023-10-03 15:15:00,medium,inspection_hold,48.0,2023-10-03 18:15:00,2023-10-05 18:15:00,SRC-DE-ORD-2024-100164,ORD-2024-100164,京东物流,SKU-CE-L01,长江存储 (YMTC),航空货运,次晨达,武汉转运场
DE-ORD-2024-100166,linehaul,2024-02-05 06:02:00,medium,inspection_hold,48.0,2024-02-07 09:02:00,2024-02-09 09:02:00,SRC-DE-ORD-2024-100166,ORD-2024-100166,德邦快递,SKU-CE-L01,立讯精密 (Luxshare),公路干线,标准汽运,上海港前置仓
